"id","tag_number","before_weight","after_weight","difference","adjustment","final_weight","product_number","created_at","updated_at","product_type","barcode_weight","lot_id"
"847","N32","11.88","12.26","0.38","0.38","0.34","N320034__521.8263341499622","2025-01-31 16:07:24.369","2025-02-03 16:29:17.625","active","12.390","84"
"848","N32","12.32","12.72","0.4","0.4","0.36","N320036__71.14168016050182","2025-01-31 16:08:45.698","2025-02-03 16:29:51.743","active","12.410","84"
"849","N32","10.19","10.64","0.45","0.45","0.41","N320041__509.6765858368122","2025-01-31 16:09:06.049","2025-02-03 16:30:22.720","active","10.350","84"
"850","N32","10.23","10.73","0.5","0.5","0.45","N320045__34.264073361848226","2025-01-31 16:09:46.220","2025-02-03 16:30:53.831","active","10.470","84"
"851","N32","10.18","10.54","0.36","0.36","0.32","N320032__734.6967969983747","2025-01-31 16:10:12.385","2025-02-03 16:31:26.791","active","10.270","84"
"852","N32","10.42","11.02","0.6","0.6","0.54","N320054__884.0585157766152","2025-01-31 16:12:38.993","2025-02-03 16:31:54.995","active","10.810","84"
"853","N32","10.11","10.62","0.51","0.51","0.46","N320046__829.9352574143943","2025-01-31 16:13:19.473","2025-02-03 16:32:19.546","active","10.390","84"
"854","N32","12.19","12.66","0.47","0.47","0.42","N320042__450.6599034528027","2025-01-31 16:13:33.794","2025-02-03 16:32:46.196","active","12.440","84"
"855","N32","12.22","12.71","0.49","0.49","0.44","N320044__445.6497231705876","2025-01-31 16:13:59.722","2025-02-03 16:33:13.401","active","12.400","84"
"856","N32","12.27","12.67","0.4","0.4","0.36","N320036__518.4511569993657","2025-01-31 16:14:15.936","2025-02-03 16:33:41.282","active","12.370","84"
"857","N32","12.19","12.62","0.43","0.43","0.39","N320039__534.0886245738566","2025-01-31 16:14:32.169","2025-02-03 16:39:29.285","active","12.330","84"
"858","N32","10.57","11.06","0.49","0.49","0.44","N320044__624.0929376003102","2025-01-31 16:14:56.730","2025-02-03 16:34:33.869","active","10.840","84"
"859","N32","12.44","12.9","0.46","0.46","0.41","N320041__447.89301802678506","2025-01-31 16:15:37.616","2025-02-03 16:34:59.132","active","12.570","84"
"860","N32","10.43","10.85","0.42","0.42","0.38","N320038__881.9837629058991","2025-01-31 16:16:00.352","2025-02-03 16:35:30.621","active","10.590","84"
"861","N32","12.31","12.63","0.32","0.32","0.29","N320029__570.2447698684337","2025-01-31 16:16:15.097","2025-02-03 16:21:05.049","active","12.320","84"
"862","A","","","","","","NA02079__611.3887143906895","2025-02-03 07:25:12.877","2025-02-03 07:25:12.864","active","20.790","68"
"863","A","","","","","","LA02183__955.8744646242175","2025-02-03 07:26:57.778","2025-02-03 07:26:57.773","active","21.830","68"
"864","A","","","","","","LA03700__732.8940423486567","2025-02-03 07:27:34.865","2025-02-03 07:27:34.860","active","37.000","68"
"865","A","","","","","","LA03724__809.941947668884","2025-02-03 07:28:22.744","2025-02-03 07:28:22.736","active","37.240","68"
"866","A","","","","","","NA02196__336.2630767874655","2025-02-03 07:29:03.339","2025-02-03 07:29:03.331","active","21.960","68"
"867","A","","","","","","NA01504__202.31898619099286","2025-02-03 07:29:36.289","2025-02-03 07:29:36.275","active","15.040","68"
"868","A","","","","","","NA01404__181.37327380864133","2025-02-03 07:30:31.666","2025-02-03 07:30:31.652","active","14.040","68"
"869","A","","","","","","NA02164__694.0965261693908","2025-02-03 07:31:07.975","2025-02-03 07:31:07.971","active","21.640","68"
"870","A","","","","","","LA02150__486.52397250896075","2025-02-03 07:42:02.791","2025-02-03 07:42:02.790","active","21.500","68"
"871","A","","","","","","LA02149__625.2646954629082","2025-02-03 07:49:37.898","2025-02-03 07:49:37.893","active","21.490","68"
"872","A","","","","","","LA02151__167.3830702284147","2025-02-03 07:50:17.758","2025-02-03 07:50:17.754","active","21.510","68"
"873","A","","","","","","LA03700__332.6454013017601","2025-02-03 07:53:32.830","2025-02-03 07:53:32.828","active","37.000","68"
"874","A","","","","","","NA01400__228.31276315839366","2025-02-03 07:54:09.310","2025-02-03 07:54:09.308","active","14.000","68"
"875","A","","","","","","NA01446__897.5616146856673","2025-02-03 08:02:14.606","2025-02-03 08:02:14.605","active","14.460","68"
"876","A","","","","","","LA03651__525.3259361770744","2025-02-03 08:03:03.974","2025-02-03 08:03:03.973","active","36.510","68"
"877","A","","","","","","NA02119__951.9978240337783","2025-02-03 08:04:06.690","2025-02-03 08:04:06.687","active","21.190","68"
"884","N33","36.82","37.17","0.35","0.348","0.31","N330031__0.74","2025-02-03 12:26:59.305","2025-02-03 12:26:59.292","active","","86"
"885","N33","72.39","73.26","0.87","0.868","0.78","N330078__0.50","2025-02-03 12:27:18.099","2025-02-03 12:27:18.086","active","","86"
"886","N33","36.77","38.86","2.09","2.088","1.88","N330188__0.72","2025-02-03 12:27:31.696","2025-02-03 12:27:31.683","active","","86"
"887","N33","88.01","90.09","2.08","2.078","1.87","N330187__211.93118408456414","2025-02-03 12:27:44.722","2025-02-24 13:20:17.214","active","88.770","86"
"888","N33","36.49","37.22","0.73","0.728","0.66","N330066__517.7443791586087","2025-02-03 12:27:56.619","2025-02-24 13:21:23.586","active","36.840","86"
"889","N33","70.34","74.06","3.72","3.718","3.35","N330335__0.82","2025-02-03 12:28:13.750","2025-02-03 12:28:13.746","active","","86"
"890","N34","27.42","28.22","0.8","0.8","0.72","N340072__746.555269261612","2025-02-03 12:30:28.445","2025-02-03 15:40:59.865","active","28.310","87"
"891","N34","27.69","28.82","1.13","1.13","1.02","N340102__393.7399435335078","2025-02-03 12:30:42.571","2025-02-03 15:42:15.189","active","28.700","87"
"892","N34","27.79","28.95","1.16","1.16","1.04","N340104__24.741871993777977","2025-02-03 12:31:10.074","2025-02-03 15:43:32.801","active","28.940","87"
"893","N34","20.63","21.54","0.91","0.91","0.82","N340082__97.37103919201262","2025-02-03 12:31:25.208","2025-02-03 15:44:38.703","active","21.600","87"
"894","N34","27.35","28.55","1.2","1.2","1.08","N340108__901.9582236042103","2025-02-03 12:31:49.040","2025-02-03 15:46:01.927","active","28.400","87"
"895","N34","27.78","28.7","0.92","0.92","0.83","N340083__631.766483043922","2025-02-03 12:32:02.265","2025-02-03 15:47:00.044","active","28.700","87"
"896","N35","10.13","10.61","0.48","0.48","0.43","N350043__792.7295156252137","2025-02-05 11:43:27.794","2025-02-06 13:17:10.123","active","10.160","88"
"897","N35","10.14","10.6","0.46","0.46","0.41","N350041__814.9392334265862","2025-02-05 11:43:50.462","2025-02-06 13:18:14.971","active","10.190","88"
"898","N35","20.63","21.3","0.67","0.67","0.6","N350060__914.751999201451","2025-02-05 11:44:04.822","2025-02-06 13:18:57.587","active","21.330","88"
"899","N35","20.58","21.23","0.65","0.65","0.59","N350059__767.1256059852492","2025-02-05 11:44:29.717","2025-02-06 13:19:40.347","active","21.320","88"
"900","N35","20.88","21.56","0.68","0.68","0.61","N350061__265.58988434201905","2025-02-05 11:44:46.109","2025-02-06 13:21:31.517","active","21.530","88"
"901","N35","10.1","10.54","0.44","0.44","0.4","N350040__473.5153907239109","2025-02-05 11:44:58.437","2025-02-06 13:22:00.862","active","10.180","88"
"902","N35","36.61","37.31","0.7","0.7","0.63","N350063__940.7508122111052","2025-02-05 11:45:10.677","2025-02-06 13:23:31.580","active","37.980","88"
"903","N35","35.27","36.45","1.18","1.18","1.06","N350106__496.2316709062071","2025-02-05 11:45:22.477","2025-02-06 13:24:23.125","active","36.710","88"
"904","N35","20.4","20.9","0.5","0.5","0.45","N350045__580.0688395450046","2025-02-05 11:45:35.894","2025-02-06 13:25:19.688","active","21.000","88"
"905","N35","21","21.75","0.75","0.75","0.68","N350068__380.2461075280754","2025-02-05 11:45:52.373","2025-02-06 13:25:52.589","active","21.740","88"
"906","N36","17.48","18.19","0.71","0.71","0.64","N360064__632.7577519701426","2025-02-05 12:25:17.431","2025-02-07 06:10:03.887","active","17.590","89"
"907","N36","20.74","21.52","0.78","0.78","0.7","N360070__775.0719565292801","2025-02-05 12:25:45.252","2025-02-07 06:10:33.183","active","21.500","89"
"908","N36","16.57","17.21","0.64","0.64","0.58","N360058__941.9956909003278","2025-02-05 12:25:59.477","2025-02-07 06:10:57.841","active","17.280","89"
"909","N36","27.02","27.78","0.76","0.76","0.68","N360068__66.33879603432536","2025-02-05 12:26:11.611","2025-02-07 06:16:05.749","active","27.620","89"
"910","N36","13.71","14.3","0.59","0.59","0.53","N360053__849.4377400084401","2025-02-05 12:26:23.355","2025-02-07 06:16:43.048","active","14.230","89"
"911","N36","27.43","28.42","0.99","0.99","0.89","N360089__23.947574049751896","2025-02-05 12:26:33.925","2025-02-07 06:17:21.302","active","27.550","89"
"912","N36","16.45","17.21","0.76","0.76","0.68","N360068__861.2273946285161","2025-02-05 12:26:46.051","2025-02-07 06:18:06.062","active","17.300","89"
"913","N36","26.76","27.72","0.96","0.96","0.86","N360086__218.632927921514","2025-02-05 12:26:58.172","2025-02-07 06:19:22.782","active","27.560","89"
"914","N36","12.86","13.3","0.44","0.44","0.4","N360040__358.80466567300175","2025-02-05 12:27:13.139","2025-02-07 06:20:03.586","active","13.250","89"
"915","N36","19.95","20.55","0.6","0.6","0.54","N360054__372.530722752052","2025-02-05 12:27:25.820","2025-02-07 06:20:29.993","active","20.550","89"
"916","N37","17.64","18.47","0.83","0.828","0.75","N370075__17.36418668999984","2025-02-06 05:31:39.488","2025-02-06 12:47:14.370","active","18.190","90"
"917","N37","15.71","16.33","0.62","0.618","0.56","N370056__702.1210165618062","2025-02-06 05:32:02.711","2025-02-06 12:48:05.481","active","16.030","90"
"918","N37","15.57","16.2","0.63","0.628","0.57","N370057__517.3412802394702","2025-02-06 05:32:18.509","2025-02-06 12:48:55.763","active","15.940","90"
"919","N37","18.24","19.28","1.04","1.038","0.93","N370093__729.4110718448599","2025-02-06 05:32:32.499","2025-02-06 12:49:38.210","active","19.030","90"
"920","N37","19.47","20.29","0.82","0.818","0.74","N370074__808.5713312981242","2025-02-06 05:32:46.395","2025-02-06 12:52:02.985","active","19.890","90"
"921","N37","19.61","20.65","1.04","1.038","0.93","N370093__336.4110152962969","2025-02-06 05:32:59.995","2025-02-06 12:53:00.872","active","20.360","90"
"922","N38","23.13","24.71","1.58","1.57","1.41","N380141__854.1955893101621","2025-02-06 14:29:54.428","2025-02-11 11:41:16.160","active","24.970","91"
"923","N38","20.31","21.74","1.43","1.42","1.28","N380128__959.3754131309345","2025-02-06 14:30:07.275","2025-02-11 11:42:04.907","active","22.020","91"
"924","N38","43.14","45.43","2.29","2.28","2.05","N380205__511.3439177263754","2025-02-06 14:30:22.466","2025-02-11 11:42:33.304","active","45.550","91"
"925","N38","35.33","37.43","2.1","2.09","1.88","N380188__414.9732726023421","2025-02-06 14:31:11.650","2025-02-11 11:42:59.955","active","37.550","91"
"926","N38","35.39","37.4","2.01","2","1.8","N380180__427.4356575123748","2025-02-06 14:31:23.802","2025-02-11 11:44:09.805","active","37.450","91"
"927","N39","27.59","29.38","1.79","1.79","1.61","N390161__497.2540402737744","2025-02-07 13:42:01.158","2025-02-11 11:56:34.572","active","29.710","92"
"928","N39","51.29","53.62","2.33","2.33","2.1","N390210__495.62256632169954","2025-02-07 13:47:26.152","2025-02-11 11:57:00.803","active","53.690","92"
"929","N39","28.52","30.06","1.54","1.54","1.39","N390139__238.75525439874033","2025-02-07 13:47:49.620","2025-02-11 11:57:28.261","active","30.330","92"
"930","N39","13.91","14.46","0.55","0.55","0.5","N390050__31.966006297379224","2025-02-07 13:48:07.264","2025-02-11 11:57:52.242","active","14.110","92"
"931","N39","13.06","13.43","0.37","0.37","0.33","N390033__683.4507713925237","2025-02-07 13:48:30.644","2025-02-11 11:58:12.132","active","13.450","92"
"932","N39","13.81","14.42","0.61","0.61","0.55","N390055__466.89174387968","2025-02-07 13:50:37.438","2025-02-11 12:23:32.304","active","14.360","92"
"933","N39","28.61","30.16","1.55","1.55","1.4","N390140__677.919323084814","2025-02-07 13:50:52.390","2025-02-11 12:23:54.685","active","30.210","92"
"934","N39","13.82","14.38","0.56","0.56","0.5","N390050__409.07784677090575","2025-02-07 13:51:07.140","2025-02-11 12:24:19.022","active","14.040","92"
"935","N39","13.73","14.18","0.45","0.45","0.41","N390041__113.95965148650133","2025-02-07 13:51:18.963","2025-02-11 12:24:36.235","active","14.200","92"
"936","N40","35.99","37.1","1.11","1.11","1","N400100__563.7533629825535","2025-02-07 15:15:35.786","2025-02-11 10:14:31.390","active","36.280","93"
"937","N40","36.12","36.86","0.74","0.74","0.67","N400067__549.4912377874828","2025-02-07 15:15:57.079","2025-02-11 10:15:46.474","active","35.700","93"
"938","N40","36.08","37.21","1.13","1.13","1.02","N400102__407.6105899302036","2025-02-07 15:16:13.597","2025-02-11 10:16:15.094","active","36.340","93"
"939","N40","31.75","32.68","0.93","0.93","0.84","N400084__259.16655672074927","2025-02-07 15:16:35.687","2025-02-11 10:16:41.326","active","35.930","93"
"940","N40","35.49","36.31","0.82","0.82","0.74","N400074__424.93596988987446","2025-02-07 15:16:57.520","2025-02-11 10:17:23.511","active","35.760","93"
"941","N42","35.22","36.54","1.32","1.32","1.19","N420119__166.80717669302015","2025-02-12 14:25:23.200","2025-02-14 06:54:17.862","active","36.160","94"
"942","N42","19.67","20.58","0.91","0.91","0.82","N420082__310.8625050258536","2025-02-12 14:25:44.135","2025-02-14 06:54:49.913","active","21.610","94"
"943","N42","20.52","21.44","0.92","0.92","0.83","N420083__446.4440454855048","2025-02-12 14:26:37.227","2025-02-14 06:55:28.035","active","21.180","94"
"944","N42","20.59","21.35","0.76","0.76","0.68","N420068__634.394124021572","2025-02-12 14:26:52.113","2025-02-14 06:56:03.034","active","21.250","94"
"945","N42","11.96","12.49","0.53","0.53","0.48","N420048__430.7319812534467","2025-02-12 14:27:11.752","2025-02-14 06:56:25.350","active","12.450","94"
"946","N42","11.95","12.4","0.45","0.45","0.41","N420041__534.5118366939712","2025-02-12 14:27:28.547","2025-02-14 06:56:49.517","active","12.390","94"
"947","N42","12.03","12.54","0.51","0.51","0.46","N420046__333.7131384759997","2025-02-12 14:27:44.026","2025-02-14 06:57:29.629","active","12.500","94"
"948","N42","12.2","12.7","0.5","0.5","0.45","N420045__580.7623011483378","2025-02-12 14:28:02.527","2025-02-14 06:58:09.445","active","12.700","94"
"949","N42","20.68","21.42","0.74","0.74","0.67","N420067__132.22323363139975","2025-02-12 14:28:17.315","2025-02-14 06:58:46.941","active","21.300","94"
"950","N42","20.72","21.35","0.63","0.63","0.57","N420057__908.55900844826","2025-02-12 14:28:29.488","2025-02-14 06:59:34.500","active","21.220","94"
"951","N42","19.66","20.44","0.78","0.78","0.7","N420070__107.29346527979722","2025-02-12 14:28:41.249","2025-02-14 06:59:57.073","active","21.540","94"
"952","N42","19.77","20.44","0.67","0.67","0.6","N420060__466.2024400781055","2025-02-12 14:30:07.145","2025-02-14 07:00:27.454","active","21.440","94"
"953","N42","20.56","21.3","0.74","0.74","0.67","N420067__680.7112407072901","2025-02-12 14:30:27.142","2025-02-14 07:00:48.667","active","21.070","94"
"954","N42","21.19","21.87","0.68","0.68","0.61","N420061__708.012750536248","2025-02-12 14:30:45.589","2025-02-14 07:01:13.976","active","21.230","94"
"955","N42","20.77","21.38","0.61","0.61","0.55","N420055__710.3559592991052","2025-02-12 14:31:05.872","2025-02-14 07:01:41.497","active","21.300","94"
"956","N42","11.98","12.39","0.41","0.41","0.37","N420037__990.898011810345","2025-02-12 14:31:22.590","2025-02-14 07:02:26.989","active","12.440","94"
"957","N42","11.96","12.49","0.53","0.53","0.48","N420048__133.74870005623362","2025-02-12 14:31:43.756","2025-02-14 07:03:01.608","active","12.510","94"
"958","N43","21.04","21.45","0.41","0.405","0.36","N430036__171.89547590620657","2025-02-13 15:49:27.054","2025-02-14 16:11:00.293","active","20.880","95"
"959","N43","21.15","21.65","0.5","0.495","0.45","N430045__80.24629443993226","2025-02-13 15:49:48.390","2025-02-14 16:11:19.101","active","21.150","95"
"960","N43","20.82","21.49","0.67","0.665","0.6","N430060__140.69248575494387","2025-02-13 15:50:07.685","2025-02-14 16:12:03.681","active","20.790","95"
"961","N43","27.48","28.39","0.91","0.905","0.81","N430081__620.0720882961424","2025-02-13 15:50:36.415","2025-02-14 16:12:32.224","active","27.930","95"
"962","N43","8.37","8.74","0.37","0.365","0.33","N430033__639.7326111268609","2025-02-13 15:51:37.790","2025-02-14 16:13:05.382","active","8.490","95"
"963","N43","10.1","10.58","0.48","0.475","0.43","N430043__942.8956266948089","2025-02-13 15:54:40.884","2025-02-14 16:13:34.085","active","10.220","95"
"964","N43","5.81","6.13","0.32","0.315","0.28","N430028__247.01314307542143","2025-02-13 15:56:12.516","2025-02-14 16:14:00.419","active","5.960","95"
"965","N43","5.89","6.37","0.48","0.475","0.43","N430043__555.8328926975724","2025-02-13 15:56:30.626","2025-02-14 16:14:31.855","active","6.110","95"
"966","N43","7.95","8.36","0.41","0.405","0.36","N430036__778.5835816289944","2025-02-13 15:56:48.643","2025-02-14 16:15:02.250","active","8.060","95"
"967","N43","8.03","8.34","0.31","0.305","0.27","N430027__347.10384242084257","2025-02-13 15:57:04.426","2025-02-14 16:15:57.732","active","8.060","95"
"968","N43","13.48","14.22","0.74","0.735","0.66","N430066__182.74768500542726","2025-02-13 15:57:20.062","2025-02-14 16:16:24.189","active","13.850","95"
"969","N43","13.46","14.07","0.61","0.605","0.54","N430054__649.0906254506958","2025-02-13 15:57:36.170","2025-02-14 16:16:55.972","active","13.710","95"
"970","N43","13.5","14.16","0.66","0.655","0.59","N430059__619.2742690523594","2025-02-13 15:57:50.792","2025-02-14 16:17:48.166","active","13.780","95"
"971","N43","13.68","14.36","0.68","0.675","0.61","N430061__47.432208678568784","2025-02-13 15:58:06.286","2025-02-14 16:18:07.879","active","13.970","95"
"972","N43","7.88","8.27","0.39","0.385","0.35","N430035__829.1594120378647","2025-02-13 15:58:23.115","2025-02-14 16:18:26.698","active","8.020","95"
"973","N44","17.25","17.95","0.7","0.7","0.63","N440063__365.75854294674406","2025-02-14 13:43:06.121","2025-02-17 06:04:58.192","active","17.550","96"
"974","N44","16.9","17.37","0.47","0.47","0.42","N440042__113.54492702113484","2025-02-14 13:47:46.175","2025-02-17 06:05:38.821","active","17.020","96"
"975","N44","16.82","17.34","0.52","0.52","0.47","N440047__455.1124815798024","2025-02-14 13:48:05.517","2025-02-17 06:05:59.481","active","16.830","96"
"976","N44","15.71","16.2","0.49","0.49","0.44","N440044__969.2003212670694","2025-02-14 13:48:20.372","2025-02-17 06:09:09.698","active","17.730","96"
"977","N44","16.7","17.4","0.7","0.7","0.63","N440063__664.4433916216275","2025-02-14 13:49:32.044","2025-02-17 06:09:28.414","active","17.490","96"
"978","N44","16.48","17.01","0.53","0.53","0.48","N440048__267.8995237516546","2025-02-14 13:49:45.969","2025-02-17 06:09:44.321","active","18.170","96"
"979","N44","16.96","17.54","0.58","0.58","0.52","N440052__6.309620599615373","2025-02-14 13:50:08.526","2025-02-17 06:10:38.167","active","17.140","96"
"980","N44","16.97","17.52","0.55","0.55","0.5","N440050__272.5449804223774","2025-02-14 13:51:19.867","2025-02-17 06:10:59.837","active","17.010","96"
"981","N44","16.52","17.33","0.81","0.81","0.73","N440073__7.65660669624002","2025-02-14 13:51:50.524","2025-02-17 06:11:15.779","active","17.460","96"
"982","N44","16.77","17.54","0.77","0.77","0.69","N440069__856.4899710227512","2025-02-14 13:52:15.048","2025-02-17 06:11:32.968","active","17.170","96"
"983","N41","52.42","53.7","1.28","1.28","1.15","N410115__171.63456635173358","2025-02-15 12:55:39.955","2025-02-15 12:56:44.732","active","52.570","98"
"984","N45","25.48","26.28","0.8","0.798","0.72","N450072__210.83552572686793","2025-02-15 15:16:19.672","2025-02-17 16:33:57.554","active","25.580","99"
"985","N45","25.47","26.2","0.73","0.728","0.66","N450066__93.81087829237545","2025-02-15 15:16:51.550","2025-02-17 16:34:27.863","active","25.550","99"
"986","N45","28.05","29.01","0.96","0.958","0.86","N450086__504.02756640194355","2025-02-15 15:17:49.277","2025-02-17 16:34:49.141","active","28.370","99"
"987","N45","59.37","61.61","2.24","2.238","2.01","N450201__551.9590472275875","2025-02-15 15:18:10.320","2025-02-17 16:35:13.747","active","60.000","99"
"988","N45","44.56","46.32","1.76","1.758","1.58","N450158__958.5345951641137","2025-02-15 15:18:27.683","2025-02-17 16:36:13.293","active","45.230","99"
"989","N45","43.13","44.62","1.49","1.488","1.34","N450134__815.4577803477325","2025-02-15 15:18:49.571","2025-02-17 16:36:43.436","active","43.480","99"
"991","N46","27","27.66","0.66","0.659","0.59","N460059__939.5064119518217","2025-02-19 14:12:57.916","2025-02-19 14:31:37.313","active","27.610","100"
"992","N46","27.58","28.49","0.91","0.909","0.82","N460082__198.99097150394263","2025-02-19 14:13:13.009","2025-02-19 14:32:04.908","active","28.210","100"
"993","N46","35.17","36.36","1.19","1.189","1.07","N460107__923.6726975211546","2025-02-19 14:13:26.474","2025-02-19 14:32:30.027","active","36.190","100"
"994","N46","35.19","36.55","1.36","1.359","1.22","N460122__790.1325322501232","2025-02-19 14:13:39.669","2025-02-19 14:48:39.771","active","36.460","100"
"995","N46","34.88","36.03","1.15","1.149","1.03","N460103__394.2814184634062","2025-02-19 14:14:31.220","2025-02-19 14:49:11.166","active","35.810","100"
"996","N46","35.02","36.35","1.33","1.329","1.2","N460120__254.3042822285473","2025-02-19 14:16:19.168","2025-02-19 14:49:35.292","active","35.910","100"
"997","N46","27.76","28.46","0.7","0.699","0.63","N460063__357.4376695117911","2025-02-19 14:16:32.949","2025-02-19 14:51:15.044","active","27.720","100"
"998","N47","35.45","36.98","1.53","1.53","1.38","N470138__254.19968480589029","2025-02-20 13:38:41.053","2025-02-24 08:03:23.726","active","37.170","102"
"999","N47","35.34","36.28","0.94","0.94","0.85","N470085__871.4671744475199","2025-02-20 13:38:55.506","2025-02-24 08:03:44.976","active","36.320","102"
"1000","N47","35.2","36.6","1.4","1.4","1.26","N470126__270.76087675886026","2025-02-20 13:39:13.847","2025-02-24 08:04:04.499","active","36.570","102"
"1001","N47","35.83","37","1.17","1.17","1.05","N470105__705.7662228575754","2025-02-20 13:39:29.063","2025-02-24 08:04:23.183","active","36.310","102"
"1002","N47","35.1","36.22","1.12","1.12","1.01","N470101__324.00091134386224","2025-02-20 13:39:39.560","2025-02-24 08:04:42.404","active","35.860","102"
"1003","N47","35.05","36.07","1.02","1.02","0.92","N470092__566.1521510692949","2025-02-20 13:39:53.993","2025-02-24 08:05:01.403","active","35.840","102"
"1004","N47","35.16","36.16","1","1","0.9","N470090__332.5775373910862","2025-02-20 13:40:07.966","2025-02-24 08:05:42.752","active","36.250","102"
"1005","N47","35.16","36.43","1.27","1.27","1.14","N470114__234.11595734787326","2025-02-20 13:40:23.620","2025-02-24 08:06:04.085","active","36.360","102"
"1006","D64","27.79","28.88","1.09","1.088","0.98","D640098__0.96","2025-02-20 13:56:42.058","2025-02-20 13:56:42.057","active","","103"
"1007","D64","13.4","13.9","0.5","0.498","0.45","D640045__0.46","2025-02-20 13:57:04.078","2025-02-20 13:57:04.077","active","","103"
"1008","D64","13.46","13.93","0.47","0.468","0.42","D640042__0.71","2025-02-20 13:57:17.931","2025-02-20 13:57:17.930","active","","103"
"1009","D64","13.63","14.2","0.57","0.568","0.51","D640051__0.91","2025-02-20 13:57:33.959","2025-02-20 13:57:33.958","active","","103"
"1010","D64","16.84","17.72","0.88","0.878","0.79","D640079__0.61","2025-02-20 13:57:47.662","2025-02-20 13:57:47.660","active","","103"
"1011","D64","13.42","13.87","0.45","0.448","0.4","D640040__0.53","2025-02-20 13:58:00.251","2025-02-20 13:58:00.249","active","","103"
"1012","D64","16.68","17.38","0.7","0.698","0.63","D640063__0.79","2025-02-20 13:58:14.527","2025-02-20 13:58:14.526","active","","103"
"1013","D64","17.17","17.94","0.77","0.768","0.69","D640069__0.64","2025-02-20 13:58:49.491","2025-02-20 13:58:49.489","active","","103"
"1014","D64","17.34","18.11","0.77","0.768","0.69","D640069__0.82","2025-02-20 13:59:06.660","2025-02-20 13:59:06.659","active","","103"
"1015","D64","17.65","18.26","0.61","0.608","0.55","D640055__0.03","2025-02-20 13:59:17.720","2025-02-20 13:59:17.719","active","","103"
"1016","D64","20.06","20.99","0.93","0.928","0.84","D640084__0.47","2025-02-20 13:59:30.295","2025-02-20 13:59:30.293","active","","103"
"1017","D64","27.79","28.86","1.07","1.068","0.96","D640096__0.68","2025-02-20 13:59:55.778","2025-02-20 13:59:55.777","active","","103"
"1018","D64","20.84","21.79","0.95","0.948","0.85","D640085__0.50","2025-02-20 14:00:14.517","2025-02-20 14:00:14.515","active","","103"
"1019","D64","20.9","21.75","0.85","0.848","0.76","D640076__0.76","2025-02-20 14:00:28.568","2025-02-20 14:00:28.566","active","","103"
"1020","D64","20.93","21.67","0.74","0.738","0.66","D640066__0.09","2025-02-20 14:00:40.717","2025-02-20 14:00:40.715","active","","103"
"1021","D64","13.19","13.79","0.6","0.598","0.54","D640054__0.76","2025-02-20 14:00:54.140","2025-02-20 14:00:54.139","active","","103"
"1022","D64","21.03","21.74","0.71","0.708","0.64","D640064__0.08","2025-02-20 14:01:10.071","2025-02-20 14:01:10.069","active","","103"
"1023","D64","27.7","29.01","1.31","1.308","1.18","D640118__0.26","2025-02-20 14:01:27.236","2025-02-20 14:01:27.235","active","","103"
"1024","D64","26.48","27.52","1.04","1.038","0.93","D640093__0.67","2025-02-20 14:01:44.097","2025-02-20 14:01:44.096","active","","103"
"1025","D64","28.61","29.44","0.83","0.828","0.75","D640075__0.38","2025-02-20 14:01:55.488","2025-02-20 14:01:55.487","active","","103"
"1026","N49","35.01","35.97","0.96","0.96","0.86","N490086__716.4197556735414","2025-02-24 05:46:16.375","2025-02-24 15:30:48.638","active","35.970","105"
"1027","N49","35.02","36.18","1.16","1.16","1.04","N490104__0.24326265883112264","2025-02-24 05:46:33.496","2025-02-24 15:32:18.095","active","35.890","105"
"1028","N49","20.48","21.26","0.78","0.78","0.7","N490070__676.1225585337074","2025-02-24 05:46:56.053","2025-02-24 15:32:52.632","active","21.150","105"
"1029","N49","27.58","28.53","0.95","0.95","0.85","N490085__199.25720901571898","2025-02-24 05:47:11.823","2025-02-24 15:33:23.450","active","27.760","105"
"1030","N49","27.01","27.89","0.88","0.88","0.79","N490079__419.01444891132564","2025-02-24 05:49:29.387","2025-02-24 15:33:50.790","active","27.770","105"
"1031","N49","26.99","27.83","0.84","0.84","0.76","N490076__234.50343511334015","2025-02-24 05:49:49.583","2025-02-24 15:34:27.271","active","27.570","105"
"1032","N49","20.1","20.93","0.83","0.83","0.75","N490075__204.15489518149087","2025-02-24 05:50:06.670","2025-02-24 15:34:53.121","active","20.870","105"
"1033","N49","21.53","22.28","0.75","0.75","0.68","N490068__4.006032507463342","2025-02-24 05:50:19.996","2025-02-24 15:35:16.435","active","21.610","105"
"1034","N49","20.06","20.74","0.68","0.68","0.61","N490061__335.20130838257023","2025-02-24 05:50:32.508","2025-02-24 15:35:40.143","active","20.630","105"
"1035","N49","20.6","21.43","0.83","0.83","0.75","N490075__6.653110259122963","2025-02-24 05:51:01.176","2025-02-24 15:36:03.151","active","21.530","105"
"1036","N49","20.05","20.85","0.8","0.8","0.72","N490072__643.3364082083676","2025-02-24 05:51:15.812","2025-02-24 15:36:28.066","active","20.940","105"
"1037","N48","27.49","28.35","0.86","0.86","0.77","N480077__538.9705605307166","2025-02-24 08:15:10.891","2025-02-24 08:21:34.281","active","28.240","107"
"1038","N48","27.36","28.37","1.01","1.01","0.91","N480091__239.21981024856476","2025-02-24 08:15:30.229","2025-02-24 08:21:52.732","active","28.190","107"
"1039","N48","27.7","28.32","0.62","0.62","0.56","N480056__677.4649739572402","2025-02-24 08:16:07.203","2025-02-24 08:22:05.453","active","28.250","107"
